Item ID;Part Number;NSN;Nama Barang;PN Lama;Nama Lama;Gudang;Rak;Jumlah;Satuan;Harga Satuan;Komoditi;Komponen;Transaksi Terakhir;Lanud/Depo;Status;Keterangan
TR-000028943;374461-3;1650-00-628-5625;SECTOR ASSEMBLY,ELE;374461-3;BOOST PACKAGE ELEVATOR;GPD 10 GD 01;01A031A02;1;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028944;1210636-1;6685-00-302-5723;SECTOR AND SHAFT AS;1210636-1;SECTOR & SHAFT ASSY;GPD 10 GD 01;01A029A02;2;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028944;1210636-1;6685-00-302-5723;SECTOR AND SHAFT AS;1210636-1;SECTOR&SHAFTASSY;TB SATHAR 13;02013A028;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028944;1210636-1;6685-00-302-5723;SECTOR AND SHAFT AS;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028945;42-27-13-032;6610-14-293-8824;SECTEUR GYRO EQUIPE;42-27-13-032;SEKTORASSY;TB SATHAR 13;02005B175;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028945;42-27-13-032;6610-14-293-8824;SECTEUR GYRO EQUIPE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028946;42-86-13-55;6610-14-299-2366;SECTEUR ASSEMBLE;42-86-13-55;TOTHEDSEGMENT;TB SATHAR 13;02005B182;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028946;42-86-13-55;6610-14-299-2366;SECTEUR ASSEMBLE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028948;35966P005;4810-00-697-3998;SEAT,VALVE;35966P005;VALVE;GPD 10 GD 02;02A023B03;8;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000028950;547885;4820-00-717-8382;SEAT,VALVE;547885;SEATDISC;TB SATHAR 13;0106PRC05;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028951;514331;4820-00-717-7776;SEAT,VALVE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028951;514331;4820-00-717-7776;SEAT,VALVE;514331;SEAT;TB SATHAR 13;0106PRI04;12;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028952;513682;4820-00-717-8426;SEAT,VALVE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028952;513682;4820-00-717-8426;SEAT,VALVE;513682;VALVE;TB SATHAR 13;0106PRI04;120;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028953;750B71;4820-01-283-0027;SEAT,VALVE;750B71;SEAT VALVE LH;TB SATHAR 15;01A09F307;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028955;144830;5340-00-305-5209;SEAT,HELICAL COMPRESSION SPRING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028955;144830;5340-00-305-5209;SEAT,HELICAL COMPRESSION SPRING;144830;ROTATING GROUP;TB SATHAR 13;0104HYJ04;12;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028956;AHO88376;5340-99-840-0272;SEAT,HELICAL COMPRE;AHO88376;GUIDE;TB SATHAR 13;0106HYB01;8;EA;;CN-235;N;;DEPO 10;ACTIVE;
TR-000028957;B3049;5340-00-363-4869;SEAT,HELICAL COMPRE;B3049;RING ROD END;TB SATHAR 13;0104PRB03;11;EA;;T-34C;N;;DEPO 10;ACTIVE;
TR-000028958;652329;5340-14-218-6295;SEAT,BALL SOCKET;;;TB SATHAR 11;01A004C03;0;EA;;T-41D;N;;DEPO 10;ACTIVE;
TR-000028958;652329;5340-14-218-6295;SEAT,BALL SOCKET;652329;GASKET;TB SATHAR 13;0108HYD06;1;EA;;C-212;N;;DEPO 10;ACTIVE;
TR-000028958;652329;5340-14-218-6295;SEAT,BALL SOCKET;652329;GASKET;GPD 10 GD 01;01A004C03;0;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000028959;1VC1001-1L;1680-00-671-3837;SEAT,AIRCRAFT;1VC1001-1L;SEAT A/C;TB SATHAR 15;01A09A302;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028960;1VC1001-1C;1680-01-357-7758;SEAT,AIRCRAFT;1VC1001-1C;SEAT TROOP;TB SATHAR 15;01A10E102;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028961;687-9;1680-01-107-8563;SEAT,AIRCRAFT;687-9;SEAT ASSY;TB SATHAR 15;02A PALLET 01;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028962;9A022-20;1650-00-867-9841;SEAT AND POPPET ASS;9A022-20;SEAT AND POPPET ASS;GPD 10 GD 02;02A017C03;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000028964;3312728-1;5330-01-006-1111;SEAL-SPLIT RING;3312728-1;SEAL CAN;TB SATHAR 15;01A04A212;9;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028965;AH085893;5330-00-452-9888;SEALING RING RUBB;AH085893;SEAL;TB SATHAR 14;01A02B005;4;EA;;CN-235;N;;DEPO 10;ACTIVE;
TR-000028970;HT3935-7-100;8030-01-494-5206;SEALING COMPOUND;HT3935-7-100;WINDSHIELD SEALANT TAPE;TB SATHAR 15;01A02F425;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028971;GSC-21-95241-011;8030-01-368-7208;SEALING COMPOUND;GSC-21-95241-011;SEALING TAPE;TB SATHAR 15;01A08D121;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028976;345116-5;5330-00-306-3725;SEAL,SURGE BOX OUTE;345116-5;SEAL SURGE;TB SATHAR 15;01A02B101;290;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028977;340332-11L;1560-00-593-7263;SEAL,SURGE BOX;340332-11L;SEAL SURGE BOX;GPD 10 GD 02;02A007H10;3;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000028977;340332-11L;1560-00-593-7263;SEAL,SURGE BOX;340332-11L;SEAL SURGE BOX;TB SATHAR 15;01A09D212;25;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028978;340332-9L;1560-00-593-7261;SEAL,SURGE BOX;340332-9L;SEAL SURGE BOX;TB SATHAR 15;01A01C307;24;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028979;340603-3;5330-01-102-4944;SEAL,SURGE BOX;340603-3;SEAL SURGE BOX;TB SATHAR 15;01A01G101;45;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028980;375475-3;5330-00-977-2399;SEAL,SURGE BOX;375475-3;SEAL SURGE BOX;TB SATHAR 15;01A03C305;42;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028981;358085-3;1560-00-977-6942;SEAL,SURGE BOX;358085-3;SEAL SURGE BOX;TB SATHAR 15;01A07D402;40;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028982;358086-3;1560-00-977-6942;SEAL,SURGE BOX;358086-3;SEAL SURGE BOX;TB SATHAR 15;01A09B312;19;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028985;202212;5330-00-463-8255;SEAL,SHAFT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;TOBEDELETE
TR-000028986;21770;5330-00-054-5179;SEAL,RING;21770;SEAL, RING;GPD 10 GD 01;01A025A01;48;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028986;21770;5330-00-054-5179;SEAL,RING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028987;363636-1L;1560-00-659-0403;SEAL,RIB CAP,OUTER;363636-1L;COVER;TB SATHAR 15;01A03A104;27;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028988;375514-6;5330-01-066-1456;SEAL,RADOME;375514-6;SEAL;GPD 10 GD 02;02A041B02;4;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000028989;375514-5;5330-01-103-9484;SEAL,RADOME;375514-5;SEAL RADOME;TB SATHAR 15;01A01E404;15;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028990;361946-3;1560-00-593-0058;SEAL,PRESSURE DOOR;361946-3;SEAL;TB SATHAR 15;01A08F106;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028991;60889;5330-00-178-4021;SEAL,PLAIN ENCASED;60889;BUSH;GPD 10 GD 05;05A015A04;4;EA;;KT 1B;N;;DEPO 10;ACTIVE;
TR-000028991;60889;5330-00-178-4021;SEAL,PLAIN ENCASED;;;TB SATHAR 11;05A015A04;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
TR-000028991;60889;5330-00-178-4021;SEAL,PLAIN ENCASED;60889;BUSH;TB SATHAR 13;0106HYC04;15;EA;;KT-1B;N;;DEPO 10;ACTIVE;
TR-000028991;60889;5330-00-178-4021;SEAL,PLAIN ENCASED;60889;BUSHING;GPD 10 GD 02;02A013G02;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000028992;534956;5330-00-290-9751;SEAL,PLAIN ENCASED;534956;SEAL;GPD 10 GD 02;02A023A01;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000028993;635623;5330-00-290-0308;SEAL,PLAIN ENCASED;635623;PLATE;GPD 10 GD 02;02A023B04;63;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000028994;532506;5330-00-247-6843;SEAL,PLAIN ENCASED;532506;SEAL;GPD 10 GD 02;02B003B01;8;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000028996;504270;5330-00-942-5131;SEAL,PLAIN ENCASED;504270;SCRAPER SEAL;GPD 10 GD 05;05A021A04;0;EA;;T 34C;N;;DEPO 10;ACTIVE;
TR-000028996;504270;5330-00-942-5131;SEAL,PLAIN ENCASED;504270;WIPER;TB SATHAR 11;01A14A006;0;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000028996;504270;5330-00-942-5131;SEAL,PLAIN ENCASED;504270;WIPER;TB SATHAR 13;0102HYD02;0;EA;;T-34C;N;;DEPO 10;ACTIVE;
TR-000028997;STD208;5330-00-171-9925;SEAL,PLAIN ENCASED;STD208;OIL SEAL;TB SATHAR 11;01A11C003;15;EA;;KT-1B;N;;DEPO 10;ACTIVE;
TR-000028998;174281;5330-01-023-6630;SEAL,PLAIN ENCASED;174281;SHAFT SEAL;TB SATHAR 13;0104HYI05;11;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028999;BW200-2502-8;5330-01-014-1440;SEAL,PLAIN ENCASED;BW200-2502-8;SEAL SHAFT;TB SATHAR 13;0102HYH06;20;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028999;BW200-2502-8;5330-01-014-1440;SEAL,PLAIN ENCASED;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029002;3860372-1;5330-01-205-5599;SEAL,PLAIN ENCASED;386037-21;STRIP;GPD 10 GD 01;01A LANTAI;1;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000029002;3860372-1;5330-01-205-5599;SEAL,PLAIN ENCASED;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029004;1288-61;5330-01-513-9237;SEAL,PLAIN ENCASED;1288-61;WASHER;TB SATHAR 13;02006B014;137;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029005;63X0485;5330-01-568-2834;SEAL,PLAIN ENCASED;63X0485;SEAL;TB SATHAR 15;01A08D193;8;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029006;STD100-150-8;5330-01-012-2530;SEAL,PLAIN ENCASED;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029006;STD100-150-8;5330-01-012-2530;SEAL,PLAIN ENCASED;STD100-150-8;SEAL,SHAFT;GPD 10 GD 01;01A031B04;5;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000029008;7052A36-520-13;5330-14-518-7745;SEAL,PLAIN;7052A3652013;SEAL;GPD 10 GD 02;02C004C02;4;PCE;;EC 120B;N;;DEPO 10;ACTIVE;
TR-000029008;7052A36-520-13;5330-14-518-7745;SEAL,PLAIN;7052A3652013;SEAL LIP;TB SATHAR 16;01A14C05B;8;PCE;;EC-120B;N;;DEPO 10;ACTIVE;
TR-000029009;620966;5330-33-154-3212;SEAL,PLAIN;620966;FILTER OIL;GPD 10 GD 03;03A04J03E;1;EA;;RAWMAT;N;;DEPO 10;ACTIVE;
TR-000029010;29666;5330-01-124-6388;SEAL,PLAIN;29666;NUT SEALING;TB SATHAR 11;01A11B006;99;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000029011;802347-1;5330-01-443-6337;SEAL,PLAIN;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029011;802347-1;5330-01-443-6337;SEAL,PLAIN;802347-1;PACKING;TB SATHAR 13;0104PRG05;20;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029012;632879;5330-33-154-3260;SEAL,PLAIN;632879;PACKING;TB SATHAR 13;0106HYD06;8;EA;;C-212;N;;DEPO 10;ACTIVE;
TR-000029014;811097-10;5330-01-306-0939;SEAL,PLAIN;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029014;811097-10;5330-01-306-0939;SEAL,PLAIN;811097-10;SEAL;TB SATHAR 13;02004C140;13;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029015;7332FT964-4780;5330-01-330-4143;SEAL,PLAIN;7332FT964-4780;AGT RING SEAL ASSY;TB SATHAR 16;01A12C01C;5;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000029015;7332FT964-4780;5330-01-330-4143;SEAL,PLAIN;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029015;7332FT964-4780;5330-01-330-4143;SEAL,PLAIN;7332FT964-4780;SEAL;TB SATHAR 13;01 KARDUS;34;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029019;8441316;5330-14-205-5762;SEAL,PLAIN;84413-16;NUT;TB SATHAR 16;01A07H10B;8;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000029020;722769;5330-14-236-2995;SEAL,PLAIN;722769;ORING;TB SATHAR 16;01A05D22D;25;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000029022;330A33991320;5330-14-553-7356;SEAL,PLAIN;330A33-9913-20;SEAL;TB SATHAR 16;01A11B04B;6;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000029023;179321;5330-01-391-7351;SEAL,PLAIN;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;TOBEDELETE
TR-000029024;7052A36-520-40;5330-14-518-7751;SEAL,PLAIN;7052A3652040;SEAL LIP;TB SATHAR 16;01A14G04E;7;EA;;EC-120B;N;;DEPO 10;ACTIVE;
TR-000029025;382775-5;5330-01-497-1301;SEAL,PLAIN;382775-5;SEAL;TB SATHAR 15;01A08D110;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029026;382775-7;5330-01-497-1299;SEAL,PLAIN;382775-7;SEAL;TB SATHAR 15;01A08D198;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029027;357327;5330-01-307-4210;SEAL,PLAIN;357327;LINNING CERAMETALIC;GPD 10 GD 01;01A018B02;192;EA;;B 737;N;;DEPO 10;ACTIVE;
TR-000029028;S32979-328P99;5330-01-215-9137;SEAL,PLAIN;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029028;S32979-328P99;5330-01-215-9137;SEAL,PLAIN;S32979-328P99;SEAL,ASSEMBLY;GPD 10 GD 01;01A031B04;5;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000029030;510704;5330-00-982-2795;SEAL,OIL;510704;SEAL;TB SATHAR 13;02012B055;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029031;338262R;5330-00-588-1051;SEAL,NONMETALLIC ST;338262R;RUB STRAP;TB SATHAR 15;01A01E110;18;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029032;374555-1;5330-00-621-1324;SEAL,NONMETALLIC ST;374555-1;SEAL;TB SATHAR 15;01A12D106;25;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029033;537759;5330-00-628-7133;SEAL,NONMETALLIC ST;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029033;537759;5330-00-628-7133;SEAL,NONMETALLIC ST;537759;SEALRUBBERSTRIP;TB SATHAR 13;0102PRJ06;151;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029034;370112-13;5330-01-490-6286;SEAL,NONMETALLIC ST;370112-13;SEAL;GPD 10 GD 01;01A018A03;5;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000029034;370112-13;5330-01-490-6286;SEAL,NONMETALLIC ST;370112-13;SEAL;TB SATHAR 15;01A05H108;10;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029035;722EPT3X22;5330-14-212-0753;SEAL,NONMETALLIC ST;722EPT3X22;STRIP RUBBER;TB SATHAR 16;01A11B05C;14;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000029036;370112-15;5330-01-490-6287;SEAL,NONMETALLIC ST;370112-15;SEAL;GPD 10 GD 01;01A018A03;1;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000029036;370112-15;5330-01-490-6287;SEAL,NONMETALLIC ST;370112-15;SEAL;TB SATHAR 15;01A08E303;10;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029037;342273-28;5330-01-375-6876;SEAL,NONMETALLIC ST;342273-28;SEAL HDR;TB SATHAR 15;01A04C101;16;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029039;338782-30;5330-01-006-8680;SEAL,NONMETALLIC SPECIAL SHAPED SECTION;338782-30;SEAL SPOLLER JATG;TB SATHAR 15;01A07C302;7;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029040;3311847-11;5330-01-006-0359;SEAL,NONMETALLIC SPECIAL SHAPED SECTION;3311847-11;SEAL DOOR ASSY;TB SATHAR 15;01A12E403;27;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029042;370112-11;5330-01-446-2352;SEAL,NONMETALLIC SP;370112-11;SEAL;GPD 10 GD 02;02A005A17;6;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000029042;370112-11;5330-01-446-2352;SEAL,NONMETALLIC SP;370112-11;SEAL;TB SATHAR 15;01A09E105;16;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029043;375234-5L;5330-01-444-6449;SEAL,NONMETALLIC SP;375234-5L;SEAL PUMP;GPD 10 GD 02;02B004B01;2;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000029044;375234-5R;5330-01-444-6450;SEAL,NONMETALLIC SP;375234-5R;SEAL PUMP;GPD 10 GD 02;02B004B01;2;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000029045;539880;5330-00-799-9038;SEAL,NONMETALLIC SP;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029045;539880;5330-00-799-9038;SEAL,NONMETALLIC SP;539880;SEAL;TB SATHAR 13;0108PRG04;281;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029046;330A25-2205-20;5330-14-377-0829;SEAL,NONMETALLIC SP;330A25-2205-20;SEAL EDGING;TB SATHAR 16;01A03B01I;30;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000029047;LS3009;5330-00-654-6687;SEAL,NONMETALLIC SP;LS3009;SEAL;TB SATHAR 15;01A07F401;102;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029049;1511-01-00-07;5330-14-209-7477;SEAL,NONMETALLIC ROUND SECTION;1511-01-00-07;RING;TB SATHAR 13;02006C222;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029050;353228;5330-00-559-8886;SEAL,NONMETALLIC RO;353228;RUBBER SEAL;GPD 10 GD 01;01A LANTAI;4;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000029050;353228;5330-00-559-8886;SEAL,NONMETALLIC RO;353228;PACKING;TB SATHAR 15;01A08D113;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029051;387137-1;5330-00-805-8721;SEAL,NONMETALLIC RO;387137-1;SEAL;TB SATHAR 15;01A09D409;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029052;388429-5;5330-00-322-2150;SEAL,NONMETALLIC RO;388429-5;SEAL LOX FILLER;TB SATHAR 15;01A08E201;9;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029053;750420404;5330-98-200-2972;SEAL,NONMETALLIC RO;750420404;RING;GPD 10 GD 01;01A LANTAI;40;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000029053;750420404;5330-98-200-2972;SEAL,NONMETALLIC RO;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029054;330A32-9939-20;5330-14-265-1228;SEAL,NONMETALLIC CHANNEL;330A32-9939-20;SEAL;TB SATHAR 16;01A05B21C;10;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000029055;2115410;5330-00-123-7085;SEAL,NONMETALLIC CH;2115410;GASKET;GPD 10 GD 02;02B004D02;4;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000029057;350843R;1560-00-600-5841;SEAL,LIFE RAFT COMP;350843R;SEAL;TB SATHAR 15;01A03A408;14;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029058;360580-1;1560-00-574-3466;SEAL,LIFE RAFT COMP;360580-1;SEAL;TB SATHAR 15;01A02C407;22;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029059;360581-1L;1560-00-574-3471;SEAL,LIFE RAFT COMP;360581-1L;SEAL;TB SATHAR 15;01A04A113;13;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029060;350816R;1560-00-600-5839;SEAL,LIFE RAFT COMP;350816R;SEAL;TB SATHAR 15;01A04B111;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029061;350816L;1560-00-600-5838;SEAL,LIFE RAFT COMP;350816L;SEAL;TB SATHAR 15;01A12B211;22;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029062;371255-1L;1560-00-445-5865;SEAL,LEADING EDGE;371255-1L;SEAL;TB SATHAR 15;01A12A303;18;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029063;1297;5330-00-019-5464;SEAL,LEAD;1297;SEAL;TB SATHAR 13;02006C009;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029064;P-1297;5330-00-019-5464;SEAL,LEAD;P-1297;SEAL;GPD 10 GD 01;01A029A02;4;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000029065;610-0012-001;6610-00-106-7980;SEAL,HOUSING,INDICA;610-0012-001;SEALGASKET;TB SATHAR 13;02011A092;39;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029066;338766-7;5330-01-103-4465;SEAL,FAIRING ASSY;338766-7;SEAL;TB SATHAR 15;01A05J311;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029067;345538-8;1560-00-777-4956;SEAL,ENGINE COWL;345538-8;SEAL, ENG COWLING BAFFLE, UPPER;TB SATHAR 15;01A02F404;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029069;340331-32L;1560-00-593-0008;SEAL,CORNER SURGE B;340331-32L;SEAL SURGE BOX;TB SATHAR 15;01A01C308;23;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029070;340331-42L;1560-00-593-3472;SEAL,CORNER SURGE B;340331-42L;SEAL SURGE BOX;TB SATHAR 15;01A04F305;38;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029071;340331-35R;1560-00-593-0011;SEAL,CORNER SURGE B;340331-35R;SEAL SURGE BOX;TB SATHAR 15;01A02B302;39;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029072;340331-42R;1560-00-593-3473;SEAL,CORNER SURGE B;340331-42R;SEAL SURGE BOX;TB SATHAR 15;01A06E204;41;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029073;582773-1;1610-00-872-2473;SEAL, CHANNEL;582773-1;SEALCHANEL;TB SATHAR 13;0108PRF08;330;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029074;582772-1;1610-00-872-2472;SEAL,CHANNEL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029074;582772-1;1610-00-872-2472;SEAL,CHANNEL;582772-1;SEALCHANEL;TB SATHAR 13;0108PRF08;158;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029075;388078-3;1560-00-896-5697;SEAL,CABIN INNER WI;388078-3;SEAL;TB SATHAR 15;01A11A303;65;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029076;338742-14R;1560-00-306-4353;SEAL,BULKHEAD;338742-14R;SEAL;TB SATHAR 15;01A05J404;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029078;356776-1;1560-00-652-4092;SEAL,ANTI ICING,WIN;356776-1;SEAL;TB SATHAR 15;01A05D202;15;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029078;356776-1;1560-00-652-4092;SEAL,ANTI ICING,WIN;356776-1;SEAL;GPD 10 GD 02;02B003B01;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000029079;23058560;2840-01-433-1130;SEAL,AIR,AIRCRAFT G;23058560;ELBOW,TUBE;GPD 10 GD 01;01A006B03;126;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000029079;23058560;2840-01-433-1130;SEAL,AIR,AIRCRAFT G;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029080;AC020592;1650-99-461-7807;SEAL VALVE BLOCK;ACO20592;RING SEAL;GPD 10 GD 01;01A027A02;10;EA;;F 27;N;;DEPO 10;ACTIVE;
TR-000029081;48750;5330-01-059-0052;SEAL SET;48750;SEAL;GPD 10 GD 02;02B001D01;2;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000029082;28251;2835-00-676-9859;SEAL SET;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029082;28251;2835-00-676-9859;SEAL SET;28251;SEAL;TB SATHAR 13;02005C041;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029083;149577Y1;5330-00-152-1984;SEAL RING,METAL;149577Y1;RING;GPD 10 GD 02;02A009I06;50;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000029084;737903-50;5330-01-274-2214;SEAL RING,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029084;737903-50;5330-01-274-2214;SEAL RING,METAL;737903-50;RINGSEAL;TB SATHAR 13;0108PRH08;50;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029085;422787;5330-00-590-8450;SEAL RING,METAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000029085;422787;5330-00-590-8450;SEAL RING,METAL;422787;RING;TB SATHAR 13;02012B100;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000029086;D2004;5330-99-103-1297;SEAL RING,METAL;D2004;WASHER SEAL EBU;TB SATHAR 14;01BIN4002;76;EA;;FOKKER;N;;DEPO 10;ACTIVE;
TR-000029088;733859-1;1610-00-717-8415;SEAL PLATE;733859-1;SEAL PLATE;TB SATHAR 15;01A08E302;13;EA;;C-130;N;;DEPO 10;ACTIVE;
